hashtag,day_0_retweets,day_0_followers,day_0_occurences,day_0_weekday,day_0_month,day_0_day,day_0_modehour,day_0_avghour,day_1_retweets,day_1_followers,day_1_occurences,day_1_weekday,day_1_month,day_1_day,day_1_modehour,day_1_avghour,day_2_retweets,day_2_followers,day_2_occurences,day_2_weekday,day_2_month,day_2_day,day_2_modehour,day_2_avghour,day_3_retweets,day_3_followers,day_3_occurences,day_3_weekday,day_3_month,day_3_day,day_3_modehour,day_3_avghour,day_4_retweets,day_4_followers,day_4_occurences,day_4_weekday,day_4_month,day_4_day,day_4_modehour,day_4_avghour,day_5_retweets,day_5_followers,day_5_occurences,day_5_weekday,day_5_month,day_5_day,day_5_modehour,day_5_avghour,ids
那覇市を大改革,22998,632917,305,5,10,13,0,8.0,4013,137242,91,6,10,14,22,20.456521739130434,3292,136409,74,0,10,15,12,13.6,1238,71251,70,1,10,16,4,9.690140845070422,1375,111958,71,2,10,17,14,10.958333333333334,2160,130960,79,3,10,18,9,8.2375,68
初見歓迎,3,92376,84,5,10,13,15,17.32941176470588,9,33130,75,6,10,14,14,14.868421052631579,7,28713,74,0,10,15,15,17.4,9,39065,73,1,10,16,14,16.54054054054054,105,74793,81,2,10,17,14,16.182926829268293,108,115699,75,3,10,18,14,15.644736842105264,68
Televisa,125357,1037287,272,5,10,13,3,9.421245421245422,43687,560944,88,6,10,14,4,14.9438202247191,2094,1117641,99,0,10,15,14,16.3,1723,521953,86,1,10,16,22,17.563218390804597,5482,689452,189,2,10,17,20,16.46842105263158,366253,1863938,624,3,10,18,3,11.9808,645
كاريكاتير,3074,2491518,21,5,10,13,22,21.0,4627,2807608,96,6,10,14,18,19.77319587628866,7584,5736123,64,0,10,15,17,17.907692307692308,4957,1246343,84,1,10,16,21,20.788235294117648,280662,3181072,288,2,10,17,20,20.370242214532873,24071,2101694,80,3,10,18,18,19.432098765432098,285
giantspride,230934,8354101,1270,5,10,13,22,13.40125885129819,36388,1759952,299,6,10,14,18,19.303333333333335,48379,1386788,434,0,10,15,0,12.655172413793103,9573,1282559,289,1,10,16,16,18.458620689655174,63234,29348506,765,2,10,17,18,15.197127937336814,58635,6818586,834,3,10,18,23,13.326946107784432,675
리노,32103388,1392555,2188,5,10,13,17,19.134307903152123,5630081,572114,1096,6,10,14,23,21.519598906107564,12665792,2202977,4097,0,10,15,15,14.515861395802832,5192522,1294471,1900,1,10,16,13,15.85744345081536,3900357,1708007,2599,2,10,17,14,14.396153846153846,6211969,2264949,4697,3,10,18,9,10.247765006385697,3120
SpotifyonStage2018,1763373,9587911,5599,5,10,13,5,10.024642857142856,683054,1565046,1900,6,10,14,9,11.993687532877432,122018,410697,520,0,10,15,4,8.971209213051823,55092,115398,196,1,10,16,17,18.33502538071066,45722,89048,211,2,10,17,1,6.55188679245283,10322,280494,161,3,10,18,17,12.777777777777779,87
다현,386480,316393,594,5,10,13,23,20.2,67333,198537,194,6,10,14,23,20.21025641025641,21043,14570,47,0,10,15,23,22.145833333333332,1829109,2540462,3099,1,10,16,15,14.43741935483871,172108,359588,498,2,10,17,22,20.218436873747496,3937129,3007430,3915,3,10,18,12,12.215270684371808,695
pinsoba,256,93285,127,5,10,13,5,8.3203125,646,49707,75,6,10,14,3,7.368421052631579,2087,579851,986,0,10,15,12,11.240121580547113,2381,750594,970,1,10,16,12,11.419155509783728,1839,588268,794,2,10,17,12,11.10943396226415,521,434818,768,3,10,18,11,11.17295188556567,80
SPNFamiIy,462046,819775,370,5,10,13,1,10.23989218328841,84401,410397,99,6,10,14,21,19.7,130376,483506,265,0,10,15,17,12.830827067669173,10093,62996,47,1,10,16,23,20.458333333333332,26574,325025,176,2,10,17,17,17.271186440677965,610648,3660374,806,3,10,18,20,18.02354399008674,998
岐阜の学校,0,258,2,5,10,13,0,8.666666666666666,0,129,1,6,10,14,0,5.0,0,258,2,0,10,15,0,4.666666666666667,0,258,2,1,10,16,0,7.333333333333333,0,258,2,2,10,17,0,10.0,0,129,1,3,10,18,0,6.0,2
ガスライティング,361,19096,16,5,10,13,11,10.235294117647058,16,1979,5,6,10,14,0,8.833333333333334,373,10382,16,0,10,15,9,9.470588235294118,6,844,2,1,10,16,0,9.333333333333334,56,8418,19,2,10,17,18,11.75,358,20747,22,3,10,18,6,10.08695652173913,21
ネコの楽園,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3
アダルト,64,116163,50,5,10,13,23,22.54901960784314,4,106428,49,6,10,14,23,22.54,3,90367,46,0,10,15,23,22.51063829787234,1,82532,44,1,10,16,23,22.488888888888887,0,89912,49,2,10,17,23,22.54,1,84730,43,3,10,18,23,22.477272727272727,48
Carabobo,5920,18211256,499,5,10,13,22,20.176,12520,10385829,896,6,10,14,15,15.201783723522855,17022,27991272,797,0,10,15,23,20.899749373433583,7617,21741779,185,1,10,16,22,22.053763440860216,7929,9751534,299,2,10,17,20,21.113333333333333,51393,19443974,499,3,10,18,23,21.002,96
Semiología,1,336,2,5,10,13,0,5.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,35,3,1,10,16,23,17.25,0,84,4,2,10,17,20,15.4,2,1774,2,3,10,18,0,11.333333333333334,0
ليزبيان,2,3422,19,5,10,13,20,20.0,6,8128,19,6,10,14,19,19.8,5,12531,27,0,10,15,21,20.357142857142858,3,17578,22,1,10,16,21,21.0,438,4800,18,2,10,17,22,20.105263157894736,41,2320,41,3,10,18,23,22.047619047619047,18
케빈,231391,828216,1556,5,10,13,14,10.51252408477842,56705,118327,293,6,10,14,15,16.683673469387756,4009231,1957874,3148,0,10,15,9,13.056525881232137,863826,731452,1307,1,10,16,14,8.780581039755353,196528,228583,384,2,10,17,16,18.033766233766233,1298359,1946601,2126,3,10,18,13,11.301363422661025,1190
Postseason,27560,6941213,600,5,10,13,23,22.96173044925125,14073726,72951424,7894,6,10,14,15,17.643445218492715,543433,31046371,1996,0,10,15,23,20.900851276915372,278144,89306661,3495,1,10,16,23,20.023169336384438,1215040,73143850,4600,2,10,17,21,18.213214518582916,385757,40111154,2299,3,10,18,17,19.727826086956522,1299
見せ合い,44,36485,90,5,10,13,23,22.747252747252748,190,31562,87,6,10,14,23,22.738636363636363,9,35588,91,0,10,15,23,22.75,0,41484,79,1,10,16,23,22.7125,295,48337,91,2,10,17,23,22.75,110,50111,99,3,10,18,23,22.77,91
りんご,148281,443685,381,5,10,13,21,18.096858638743456,101837,317226,305,6,10,14,0,6.003267973856209,194356,945921,504,0,10,15,10,11.388118811881188,42822,887760,265,1,10,16,3,7.868421052631579,5683,745596,161,2,10,17,5,9.030864197530864,3514,145728,138,3,10,18,11,10.007194244604317,144
AiteoCupFinal18,102,12059,5,5,10,13,5,7.833333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,4195,1,1,10,16,0,3.5,16,27059,5,2,10,17,21,16.0,41,53513,30,3,10,18,11,11.258064516129032,32
선릉풀미러방010x9232x5266하니실장,0,224,172,5,10,13,11,11.560693641618498,0,239,171,6,10,14,20,11.616279069767442,0,231,169,0,10,15,5,11.558823529411764,0,236,172,1,10,16,4,11.335260115606937,0,253,182,2,10,17,15,12.005464480874316,0,243,171,3,10,18,8,11.534883720930232,174
猫の島,0,174,2,5,10,13,0,11.666666666666666,108,4201,9,6,10,14,11,10.5,30,14543,5,0,10,15,12,8.5,89,43,1,1,10,16,0,9.0,0,96,1,2,10,17,0,2.5,103,7737,13,3,10,18,3,8.071428571428571,4
noname,74,2001195,69,5,10,13,10,8.957142857142857,12056,2120753,68,6,10,14,2,8.942028985507246,3480,1697453,56,0,10,15,10,10.807017543859649,102,3656772,70,1,10,16,3,12.605633802816902,161,2763804,60,2,10,17,10,10.573770491803279,5195,1186769,67,3,10,18,4,10.147058823529411,52
memetwit,7443,31960,83,5,10,13,6,10.273809523809524,9244,21242,65,6,10,14,7,9.242424242424242,4607,16347,40,0,10,15,10,11.658536585365853,5209,767854,55,1,10,16,14,11.0,7006,159332,95,2,10,17,12,13.354166666666666,36382,15641361,635,3,10,18,14,14.014150943396226,676
ホワイトニング,36537139,1119670,2808,5,10,13,5,9.94695621217515,34468300,1237203,2880,6,10,14,15,12.930926761541132,1823849,149159,200,0,10,15,23,20.393034825870647,769167,72922,95,1,10,16,22,20.697916666666668,5970714,541668,722,2,10,17,3,9.500691562932227,5562976,363267,653,3,10,18,13,10.253822629969418,890
تنفـــس,2033,311362,19,5,10,13,0,10.25,2539,755906,36,6,10,14,17,13.486486486486486,3802,923721,35,0,10,15,3,9.083333333333334,2270,77947,8,1,10,16,12,11.222222222222221,2202,106280,4,2,10,17,0,10.0,3622,95441,7,3,10,18,20,14.25,9
Jin,112597538,10023556,14800,5,10,13,23,22.609283156543476,944967,41231,98,6,10,14,23,22.767676767676768,5470133,321074,798,0,10,15,23,22.971214017521902,47283557,15720549,17100,1,10,16,21,21.285772761826795,71855106,15661841,18000,2,10,17,22,22.459363368701737,23822578,3394124,5894,3,10,18,23,22.159626802374895,12100
陶音,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
cruel,1789,175785,194,5,10,13,17,19.384615384615383,24420,200900,197,6,10,14,18,19.45959595959596,4634,52989,80,0,10,15,21,20.728395061728396,1954,205488,83,1,10,16,20,19.821428571428573,4571,186291,99,2,10,17,20,20.49,1252,86808,87,3,10,18,17,18.295454545454547,98
SaveOurChildren,2842,359864,99,5,10,13,13,16.46,1978,614920,88,6,10,14,19,18.674157303370787,1025,497507,85,0,10,15,19,19.023255813953487,1070,225789,75,1,10,16,18,19.092105263157894,1693,755990,93,2,10,17,15,15.936170212765957,523,191108,57,3,10,18,19,18.517241379310345,91
엔시티,236209,408090,397,5,10,13,19,20.522613065326635,318994,299146,598,6,10,14,23,20.3889816360601,165956,191757,387,0,10,15,23,21.47680412371134,358998,174677,494,1,10,16,23,21.494949494949495,42798,40912,98,2,10,17,23,22.707070707070706,76345,139799,195,3,10,18,23,22.882653061224488,392
豊中アリス,1,13800,8,5,10,13,0,9.555555555555555,0,13286,6,6,10,14,5,12.571428571428571,0,9848,4,0,10,15,0,5.0,0,8013,3,1,10,16,0,7.75,0,8132,3,2,10,17,0,7.75,0,1059,1,3,10,18,0,8.0,3
القهوه_او_الشاهي,17542,1381800,58,5,10,13,23,22.610169491525422,12769,2397443,79,6,10,14,21,20.925,6020,1876378,63,0,10,15,19,20.0625,8724,3936629,80,1,10,16,19,19.987654320987655,5324,279220,22,2,10,17,20,20.47826086956522,2783,275050,33,3,10,18,19,18.852941176470587,57
airdrop,49053,57865,91,5,10,13,23,22.75,81076,49809,78,6,10,14,23,22.70886075949367,65731,63845,85,0,10,15,23,22.732558139534884,128568,506689,193,1,10,16,23,22.88144329896907,40898,202677,90,2,10,17,23,22.747252747252748,86471,116696,91,3,10,18,23,22.75,186
قناة_الجزيرة,128508,128981,41,5,10,13,23,22.452380952380953,167361,587237,90,6,10,14,23,22.747252747252748,19160,195674,24,0,10,15,23,22.08,7128,280202,31,1,10,16,23,22.28125,7099,50754,22,2,10,17,23,22.0,16113,181501,55,3,10,18,23,22.589285714285715,82
PrEP,5137,503558,82,5,10,13,19,19.289156626506024,2409,68884,61,6,10,14,20,17.774193548387096,19781,206125,96,0,10,15,18,19.391752577319586,677,171641,96,1,10,16,17,18.95876288659794,11700,1920980,293,2,10,17,19,16.27891156462585,2902637,4299431,497,3,10,18,19,19.49397590361446,83
NEM,35585,412906,299,5,10,13,16,18.586666666666666,2945,245572,94,6,10,14,23,21.54736842105263,4515,113637,91,0,10,15,23,22.08695652173913,4179,437782,194,1,10,16,22,21.594871794871796,626,138832,79,2,10,17,21,21.35,1026,131280,99,3,10,18,23,21.92,97
유지애,11587,51624,82,5,10,13,22,21.457831325301203,226512,587799,1699,6,10,14,13,11.887058823529411,44064,87230,298,0,10,15,16,17.849498327759196,88086,213988,661,1,10,16,14,12.021148036253777,154803,409862,1279,2,10,17,14,13.32421875,0,0,0,0,0,0,0,0.0,68
fortnite,1174320,197241,487,5,10,13,23,22.952868852459016,23614,138675,94,6,10,14,23,22.757894736842104,100204,990583,399,0,10,15,23,22.9425,181842,769202,398,1,10,16,23,22.94235588972431,80420,294445,198,2,10,17,23,22.884422110552762,228494,2143766,1197,3,10,18,23,22.884808013355592,9397
FootpawFriday,890,23986,29,5,10,13,1,9.266666666666667,80,417,2,6,10,14,0,0.3333333333333333,0,0,0,0,0,0,0,0.0,22,13,1,1,10,16,0,2.5,40,58,1,2,10,17,0,0.5,0,0,0,0,0,0,0,0.0,54
Sexysunday,2,788,2,5,10,13,0,14.333333333333334,96,45310,19,6,10,14,23,21.7,9,795,3,0,10,15,20,15.25,0,0,0,0,0,0,0,0.0,13,1350,2,2,10,17,0,10.666666666666666,0,0,0,0,0,0,0,0.0,1
FinansiaTechnical,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,15,22662,14,1,10,16,3,4.733333333333333,1,24486,11,2,10,17,3,2.9166666666666665,2,22357,11,3,10,18,3,2.6666666666666665,12
2019PrabowoPresiden,1067786,3735616,3600,5,10,13,13,14.768953068592058,193153,1153520,994,6,10,14,15,17.168844221105527,2657151,2704934,2297,0,10,15,13,16.78764142732811,217467,746714,779,1,10,16,23,22.46794871794872,747524,3573021,2799,2,10,17,14,14.655,50852,333387,291,3,10,18,23,22.294520547945204,199
島根県立大学,6,494,5,5,10,13,3,5.666666666666667,0,540,5,6,10,14,2,9.166666666666666,3,485,5,0,10,15,6,4.833333333333333,5,429,6,1,10,16,0,8.571428571428571,2,399,4,2,10,17,0,8.8,0,302,3,3,10,18,0,12.5,5
florist,5992,236019,143,5,10,13,14,12.20138888888889,10294,300012,127,6,10,14,20,13.78125,49914,253461,133,0,10,15,16,13.17910447761194,12476,369786,98,1,10,16,18,17.262626262626263,17895,438940,158,2,10,17,13,12.69182389937107,13564,442998,149,3,10,18,16,13.233333333333333,193
presentyou,22616631,3951866,8498,5,10,13,23,22.096128956347805,371140,44212,100,6,10,14,23,22.77227722772277,631032,149184,390,0,10,15,23,22.941176470588236,23015203,3487018,7898,1,10,16,23,22.041904038485885,18979997,2893380,5096,2,10,17,23,22.261330194231903,36407613,2001721,4600,3,10,18,23,22.678548141708323,799
قروب_فلسطيني,15708,344623,74,5,10,13,23,22.32,4280,275075,61,6,10,14,23,22.161290322580644,3104,236859,55,0,10,15,23,22.392857142857142,2099,125221,39,1,10,16,23,22.05,1101,79636,29,2,10,17,23,21.3,2558,452859,57,3,10,18,22,22.086206896551722,57
diezmos,5501,3999,19,5,10,13,1,5.85,2899,67533,46,6,10,14,15,16.404255319148938,1423,80601,19,0,10,15,2,9.2,3010,1998892,91,1,10,16,18,19.304347826086957,3379,627911,143,2,10,17,17,13.4375,1364,477022,72,3,10,18,1,8.73972602739726,11
rakuafl,1217,2228277,398,5,10,13,23,22.639097744360903,132,263909,75,6,10,14,23,22.69736842105263,420,1853668,291,0,10,15,23,22.60958904109589,738,1797800,273,1,10,16,23,22.485401459854014,3218,2725226,471,2,10,17,22,22.00635593220339,90,793820,288,3,10,18,23,22.81660899653979,94
외국영화ㄷㅏ운로드,7,37,1,5,10,13,0,8.5,9,43,1,6,10,14,0,0.5,0,12,1,0,10,15,0,11.5,171,275,22,1,10,16,18,11.217391304347826,81,119,9,2,10,17,19,17.5,0,0,0,0,0,0,0,0.0,0
BTSinNewYork,38260,5294,8,5,10,13,19,18.88888888888889,107018,16498,40,6,10,14,20,17.048780487804876,144200,8943,37,0,10,15,5,9.210526315789474,63810,32620,33,1,10,16,15,9.088235294117647,85583,10107,27,2,10,17,2,10.678571428571429,48340,26213,32,3,10,18,11,10.848484848484848,17
富士山,85712,757130,685,5,10,13,0,9.85131195335277,31294,1133767,693,6,10,14,23,15.079250720461095,59330,2066785,1127,0,10,15,23,12.804964539007091,23483,688610,496,1,10,16,22,19.740442655935613,61867,1998923,1021,2,10,17,22,10.921722113502936,51928,1023898,596,3,10,18,22,15.88107202680067,696
AlluArjun,32664,812918,905,5,10,13,16,11.083885209713024,31898,476943,695,6,10,14,10,11.857758620689655,49138,973294,1127,0,10,15,7,9.082446808510639,284957,571708,1287,1,10,16,5,9.687888198757763,122958,647272,1180,2,10,17,4,9.479254868755293,87018,2259783,1400,3,10,18,16,13.712348322626696,1610
SoundCloud,11809,14335292,3895,5,10,13,21,21.922741273100616,22802,15849196,3695,6,10,14,23,22.0879329004329,2754,2525775,799,0,10,15,23,22.97125,11010,21899485,2879,1,10,16,23,22.49652777777778,1402,613332,196,2,10,17,23,22.883248730964468,7471,12702317,2591,3,10,18,23,22.54861111111111,893
Steemit,5383,842511,326,5,10,13,16,13.01223241590214,662,151166,96,6,10,14,21,19.969072164948454,1659,408588,197,0,10,15,18,18.95959595959596,8195,1431019,403,1,10,16,16,12.702970297029703,1092,522794,100,2,10,17,18,19.673267326732674,8516,1980241,471,3,10,18,17,12.580508474576272,197
コリコラン川柳,3643,45456,50,5,10,13,12,13.254901960784315,4481,36574,64,6,10,14,9,10.23076923076923,4203,71254,79,0,10,15,12,10.125,2242,29750,41,1,10,16,10,8.261904761904763,1685,15998,72,2,10,17,7,8.054794520547945,4762,66023,85,3,10,18,7,11.523255813953488,73
news,8404,493364,97,5,10,13,23,22.76530612244898,10209,397536,95,6,10,14,23,22.760416666666668,2654,1440740,82,0,10,15,23,22.72289156626506,9301,1561567,83,1,10,16,23,22.726190476190474,19429,4558473,386,2,10,17,23,22.940568475452196,6676,1142106,92,3,10,18,23,22.752688172043012,91
NationalComingOutDay,166277,167992,81,5,10,13,23,22.71951219512195,239734,141325,93,6,10,14,23,22.75531914893617,88369,875325,94,0,10,15,23,22.305263157894736,172140,291392,190,1,10,16,21,20.98952879581152,56208,240190,89,2,10,17,21,21.333333333333332,102067,117605,90,3,10,18,23,21.395604395604394,89
接待,38,78987,49,5,10,13,11,10.72,81,149200,45,6,10,14,3,9.108695652173912,72,81072,42,0,10,15,5,10.209302325581396,14,33236,38,1,10,16,23,10.538461538461538,68,59883,43,2,10,17,8,9.545454545454545,42,167309,43,3,10,18,3,10.022727272727273,48
standuppaddle,11,74240,75,5,10,13,8,11.078947368421053,2,37380,49,6,10,14,17,12.44,11,57216,57,0,10,15,7,10.793103448275861,8,43869,46,1,10,16,9,10.872340425531915,48,91957,57,2,10,17,5,12.741379310344827,11,47598,49,3,10,18,8,11.66,72
ツキプロショップ,190867,521179,438,5,10,13,3,8.5375854214123,90404,257205,450,6,10,14,2,5.095343680709535,3753579,1662720,3118,0,10,15,8,10.572298813722346,318323,266785,426,1,10,16,1,5.953161592505855,47913,139666,135,2,10,17,1,5.544117647058823,24255,148588,180,3,10,18,1,7.033149171270718,358
WOMANLIKEME,88362,270058,196,5,10,13,23,22.883248730964468,623953,682404,395,6,10,14,23,22.94191919191919,4537865,3427755,994,0,10,15,23,22.75678391959799,88665,157100,97,1,10,16,23,22.76530612244898,180788,136789,98,2,10,17,23,22.767676767676768,97552,177710,97,3,10,18,23,22.76530612244898,93
스트레이키즈,117121006,3636276,5900,5,10,13,23,22.684799186578545,4636020,288463,499,6,10,14,23,22.954,43064248,5107880,5799,0,10,15,23,22.19448275862069,142338450,9305453,11700,1,10,16,22,21.579266729339373,23200099,1815721,2593,2,10,17,23,22.8141865844256,191275973,10795384,15400,3,10,18,17,19.579248100772677,96
Sonora,31809,5631769,296,5,10,13,21,19.835016835016834,9840,3782664,194,6,10,14,17,18.076923076923077,6315,1994333,181,0,10,15,21,19.835164835164836,5737,3993808,287,1,10,16,16,17.625,2678,7541882,296,2,10,17,16,17.084175084175083,4213,5146194,395,3,10,18,21,18.1010101010101,597
reInvent,16219,3546095,135,5,10,13,17,11.786764705882353,17123,1827640,123,6,10,14,17,14.71774193548387,31437,509334,216,0,10,15,15,13.737327188940093,23566,261732,148,1,10,16,19,13.664429530201343,28286,648050,232,2,10,17,21,13.021459227467812,16798,864584,155,3,10,18,22,12.871794871794872,180
BTSinLondon,2562726,3112574,1494,5,10,13,21,21.811371237458193,15692959,3220892,6209,6,10,14,0,9.87037037037037,7158979,3280816,4149,0,10,15,11,13.1655421686747,2770423,1432315,2000,1,10,16,12,13.340829585207397,3284471,2033538,2373,2,10,17,12,12.165964616680707,8581060,8399352,3398,3,10,18,22,18.545748749632246,4896
tgit,67986,609462,296,5,10,13,0,9.622895622895623,27857,219260,93,6,10,14,3,9.03191489361702,5880,147572,71,0,10,15,19,13.166666666666666,29144,236767,101,1,10,16,16,12.568627450980392,32036,430043,221,2,10,17,15,16.94144144144144,377036,11213171,955,3,10,18,18,17.78765690376569,295
デザイナー飲み会,0,692,1,5,10,13,0,1.5,0,692,1,6,10,14,0,1.5,0,692,1,0,10,15,0,1.5,0,692,1,1,10,16,0,1.5,2,9190,2,2,10,17,3,2.0,0,692,1,3,10,18,0,1.5,2
Gloating,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,323,2,0,10,15,0,10.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1
完全個室,6,68660,40,5,10,13,16,18.048780487804876,10,9001,35,6,10,14,15,18.416666666666668,12,22224,42,0,10,15,17,18.813953488372093,5,44756,36,1,10,16,16,17.54054054054054,4,21720,33,2,10,17,17,18.147058823529413,6,23113,36,3,10,18,18,18.64864864864865,28
유노윤호,46325,45470,199,5,10,13,23,22.885,348027,175325,798,6,10,14,23,22.355444305381727,16639,21454,96,0,10,15,23,22.762886597938145,8625,17614,98,1,10,16,23,22.767676767676768,67607,173523,785,2,10,17,23,22.260814249363868,270298,255625,900,3,10,18,23,22.451720310765815,395
에이스,926195,2556729,4194,5,10,13,17,19.451728247914183,2256950,2009161,3497,6,10,14,15,17.90222984562607,1736513,2135796,3499,0,10,15,13,16.42685714285714,603774,1471007,2298,1,10,16,14,17.35232709873858,1912370,2259419,4100,2,10,17,14,16.44964642770056,2620241,3824459,6334,3,10,18,10,11.17142857142857,297
네이버밴드아이디판매,0,3613,1001,5,10,13,11,11.567864271457086,0,3598,995,6,10,14,2,11.370481927710843,0,4290,995,0,10,15,20,11.660642570281125,0,3279,853,1,10,16,3,10.51639344262295,0,2187,458,2,10,17,5,9.200435729847495,0,292,306,3,10,18,7,9.403908794788274,119
bambam,3713661,689357,1995,5,10,13,23,22.465931863727455,190633,26762,99,6,10,14,23,22.77,756840,56091,291,0,10,15,23,22.921232876712327,9789968,1271816,3800,1,10,16,23,21.809786898184687,8683308,1695876,3898,2,10,17,23,21.413952295460373,310110,35374,96,3,10,18,23,22.762886597938145,98
حسابات,127,41868,2,5,10,13,20,13.333333333333334,81,1084,1,6,10,14,0,9.0,1688,399568,10,0,10,15,7,10.0,896,155253,6,1,10,16,9,11.857142857142858,288,369881,16,2,10,17,15,14.705882352941176,336,197271,11,3,10,18,0,10.5,4
yesung,6228776,1808046,3318,5,10,13,15,10.813799337149744,3528920,2769593,4981,6,10,14,8,11.689482135688479,2247110,2611596,4800,0,10,15,14,14.996250781087273,1492211,1681619,3566,1,10,16,3,8.771516680684048,597555,469021,1097,2,10,17,13,13.037340619307832,253535,311502,599,3,10,18,14,16.023333333333333,50
Seongwu,86583,112473,396,5,10,13,13,13.992443324937028,217599,179908,399,6,10,14,17,18.6825,66581,61382,185,0,10,15,16,17.940860215053764,183141,217206,589,1,10,16,13,8.794915254237289,104381,111529,397,2,10,17,12,14.424623115577889,97197,128348,480,3,10,18,17,11.424116424116423,97
ADOBE,620,676267,96,5,10,13,19,20.38144329896907,385,448978,93,6,10,14,23,21.77659574468085,4394612,1964717,799,0,10,15,23,21.75625,1905583,1860026,697,1,10,16,16,19.396848137535816,92982,1066497,297,2,10,17,20,20.55704697986577,9812,142543,99,3,10,18,22,21.29,92
夫婦生活,42,11023,13,5,10,13,3,4.571428571428571,1,3308,4,6,10,14,0,5.4,0,3786,5,0,10,15,3,8.833333333333334,0,3617,8,1,10,16,0,9.88888888888889,2,7851,8,2,10,17,9,11.222222222222221,6,3287,8,3,10,18,12,9.88888888888889,8
PakVAus,43391,45110782,681,5,10,13,9,10.574780058651026,16286,28379947,396,6,10,14,7,11.332493702770781,30354,80281708,1318,0,10,15,12,12.438210765731615,354999,184167997,4600,1,10,16,13,14.83503586176918,7638577,493350374,12997,2,10,17,9,11.69841514079089,6531050,101103731,5000,3,10,18,14,16.38152369526095,18000
グッと来たらリツイート,0,549,5,5,10,13,23,18.333333333333332,0,204,3,6,10,14,23,17.25,0,239,3,0,10,15,23,17.25,0,388,6,1,10,16,23,19.714285714285715,0,290,4,2,10,17,23,18.4,0,382,5,3,10,18,23,19.166666666666668,4
AsíVeoMéxico,0,0,0,0,0,0,0,0.0,0,4449,1,6,10,14,0,9.5,0,4449,1,0,10,15,0,11.5,0,0,0,0,0,0,0,0.0,12,5398,3,2,10,17,19,14.75,9,35832,10,3,10,18,0,9.090909090909092,3
บอทใหม่,19662,54052,65,5,10,13,23,22.651515151515152,24409,29751,85,6,10,14,23,22.732558139534884,31679,60550,93,0,10,15,23,22.75531914893617,23923,64264,81,1,10,16,23,22.71951219512195,25216,10627,65,2,10,17,23,22.651515151515152,40482,30442,96,3,10,18,23,22.762886597938145,86
シガリロ,5,10,1,5,10,13,0,0.5,11,303,3,6,10,14,3,2.25,0,41,1,0,10,15,0,1.0,0,0,0,0,0,0,0,0.0,3,10166,5,2,10,17,7,6.833333333333333,0,17560,8,3,10,18,15,13.333333333333334,27
CROENG,86436,115860,95,5,10,13,21,21.052083333333332,503751,419042,392,6,10,14,14,12.450381679389313,114025,105459,136,0,10,15,19,14.18978102189781,55135,61952,85,1,10,16,1,11.546511627906977,28562,30800,62,2,10,17,11,12.142857142857142,7255,16974,43,3,10,18,9,10.954545454545455,46
GoodbyeRoad2ndWin,54663,16351,90,5,10,13,15,16.626373626373628,55165,134114,199,6,10,14,10,13.07,35184,24886,61,0,10,15,0,6.145161290322581,5953,582,11,1,10,16,0,5.833333333333333,2130,3440,19,2,10,17,11,10.1,1246,4880,22,3,10,18,4,8.956521739130435,12
11人,4,40259,81,5,10,13,3,9.170731707317072,2,15949,43,6,10,14,10,7.363636363636363,0,835,4,0,10,15,0,10.0,0,989,7,1,10,16,9,10.125,0,1153,4,2,10,17,23,14.4,0,182,4,3,10,18,0,6.0,2
rohjisun,130726,724010,797,5,10,13,13,15.19548872180451,20957,72808,199,6,10,14,16,18.05,11087,158608,197,0,10,15,10,12.318181818181818,4105,54107,73,1,10,16,10,9.22972972972973,15947,139292,149,2,10,17,12,11.86,46045,288738,482,3,10,18,23,12.44927536231884,93
Tchalla_Timeset,0,1751,17,5,10,13,0,8.11111111111111,0,1751,17,6,10,14,0,8.11111111111111,0,1751,17,0,10,15,0,8.11111111111111,0,1751,17,1,10,16,0,8.11111111111111,0,1751,17,2,10,17,0,8.11111111111111,0,1751,17,3,10,18,0,8.11111111111111,16
แคปชั่นโสด,1696994,942169,5971,5,10,13,14,10.781312793034159,1027774,1243650,3800,6,10,14,13,13.970007892659826,37852,22068,187,0,10,15,20,21.117021276595743,1515408,522978,5161,1,10,16,12,10.43025958930647,1373996,699432,5303,2,10,17,12,10.53393665158371,1236594,391878,4964,3,10,18,13,10.67915407854985,2200
5MonthsOfVoicenotesToday,6,252,1,5,10,13,0,5.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,14,376,3,1,10,16,5,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
